Firm_ID,Year,Industry_Type,E_Score,S_Score,G_Score,Board_Independence,financial_risk_score
MFG0432,2019,Pharmaceuticals,76.35,71.15,60.71,60.71,0
MFG0343,2021,Textile,67.8,63.34,59.78,61.95,33
MFG0326,2021,Electronics,58.36,71.07,68.75,73.94,33
MFG0302,2019,Electronics,82.57,42.69,79.6,57.17,33
MFG0498,2020,Automobile,71.22,75.52,70.37,68.93,0
MFG0364,2021,Automobile,52.65,76.06,62.26,60.04,33
MFG0379,2022,Automobile,77.58,63.44,72.88,57.92,0
MFG0427,2022,Heavy Machinery,72.45,61.65,79.35,81.83,0
MFG0493,2023,Electronics,90.7,67.48,58.85,78.28,33
MFG0021,2022,Automobile,74.95,59.81,56.99,59.99,66
MFG0407,2023,Pharmaceuticals,59.01,61.21,65.45,66.61,33
MFG0107,2019,Heavy Machinery,52.31,70.77,67.41,56.17,33
MFG0336,2019,Textile,85.91,75.28,76.07,52.13,0
MFG0303,2019,Electronics,71.3,70.86,61.25,73.41,0
MFG0117,2020,Electronics,62.48,93.98,68.22,64.54,0
MFG0124,2020,Pharmaceuticals,64.08,79.24,77.46,58.29,0
MFG0399,2023,Textile,86.28,74.62,66.79,54.58,0
MFG0281,2022,Textile,77.19,74.29,61.84,77.2,0
MFG0292,2022,Heavy Machinery,84.07,68.78,69.56,60.86,0
MFG0203,2019,Electronics,74.7,72.54,62.36,86.3,0
MFG0051,2021,Automobile,62.8,69.78,67.7,57.71,0
MFG0271,2020,Pharmaceuticals,91.65,77.46,63.51,59.75,0
MFG0324,2020,Pharmaceuticals,67.7,65.49,63.85,84.07,0
MFG0277,2019,Pharmaceuticals,80.85,65.01,61.78,72.9,0
MFG0141,2020,Pharmaceuticals,83.93,78.6,60.41,54.34,0
MFG0470,2019,Automobile,72.07,63.86,72.95,71.98,0
MFG0275,2023,Automobile,59.75,59.5,66.52,62.33,66
MFG0290,2022,Heavy Machinery,64.54,61.27,75.19,79.48,0
MFG0334,2021,Electronics,79.45,74.74,47.0,53.11,33
MFG0381,2022,Automobile,77.87,92.05,60.84,86.72,0
MFG0452,2022,Heavy Machinery,86.31,60.01,59.07,69.13,33
MFG0496,2023,Textile,84.53,73.81,62.97,79.37,0
MFG0373,2020,Electronics,61.52,69.38,56.74,78.19,33
MFG0052,2021,Automobile,87.88,78.15,52.14,57.13,33
MFG0494,2020,Textile,60.71,73.73,70.38,85.2,0
MFG0027,2022,Heavy Machinery,78.54,78.71,60.25,59.31,0
MFG0157,2019,Automobile,98.64,70.63,69.45,57.62,0
MFG0239,2022,Automobile,75.44,60.49,55.57,70.83,33
MFG0156,2020,Textile,52.43,61.88,51.91,89.38,66
MFG0291,2022,Automobile,68.42,69.91,66.93,62.54,0
MFG0136,2019,Pharmaceuticals,95.92,72.2,70.06,88.58,0
MFG0144,2023,Automobile,69.72,64.54,60.08,67.4,0
MFG0106,2020,Electronics,86.6,86.14,56.86,83.39,33
MFG0420,2022,Textile,61.48,76.47,74.99,71.2,0
MFG0158,2020,Electronics,68.09,49.24,64.54,58.21,33
MFG0146,2023,Heavy Machinery,69.63,66.89,57.01,85.2,33
MFG0002,2022,Electronics,93.46,58.73,53.02,52.88,66
MFG0433,2022,Pharmaceuticals,68.63,85.16,59.49,77.31,33
MFG0077,2020,Pharmaceuticals,51.26,48.03,61.85,83.23,66
MFG0132,2020,Electronics,98.2,71.77,71.1,83.28,0
MFG0090,2019,Heavy Machinery,74.5,69.11,64.87,76.21,0
MFG0345,2023,Automobile,79.2,75.33,63.92,60.04,0
MFG0350,2019,Pharmaceuticals,54.32,70.9,57.68,71.27,66
MFG0459,2022,Electronics,74.84,86.62,76.05,75.18,0
MFG0263,2020,Electronics,72.21,76.26,72.81,85.59,0
MFG0351,2022,Electronics,61.37,51.46,72.17,56.39,33
MFG0108,2022,Automobile,79.35,80.64,64.51,68.6,0
MFG0074,2021,Textile,53.23,69.83,68.21,63.33,33
MFG0039,2021,Heavy Machinery,61.29,80.65,44.4,67.11,33
MFG0397,2022,Textile,85.33,65.15,66.62,57.32,0
MFG0159,2020,Heavy Machinery,64.02,58.44,80.38,58.7,33
MFG0071,2022,Heavy Machinery,66.57,56.74,60.36,80.79,33
MFG0447,2021,Electronics,72.99,77.55,57.12,69.14,33
MFG0312,2020,Pharmaceuticals,67.91,75.17,63.86,70.57,0
MFG0241,2022,Electronics,79.6,62.67,58.11,85.9,33
MFG0426,2023,Automobile,73.94,43.97,57.61,59.6,66
MFG0445,2023,Heavy Machinery,55.43,77.9,67.12,63.17,33
MFG0298,2022,Pharmaceuticals,63.92,49.66,71.6,62.34,33
MFG0440,2020,Heavy Machinery,62.73,87.57,67.19,76.37,0
MFG0036,2022,Heavy Machinery,66.9,54.99,55.83,72.5,66
MFG0084,2022,Electronics,73.23,68.13,59.65,68.86,33
MFG0452,2021,Pharmaceuticals,75.37,70.07,67.57,76.72,0
MFG0374,2023,Pharmaceuticals,45.95,71.28,70.26,69.36,33
MFG0263,2021,Heavy Machinery,83.28,70.92,63.34,82.64,0
MFG0310,2021,Pharmaceuticals,71.0,69.17,57.85,66.41,33
MFG0385,2022,Pharmaceuticals,59.68,64.09,71.2,85.62,33
MFG0172,2021,Electronics,82.48,65.99,79.5,54.79,0
MFG0376,2023,Textile,48.84,62.13,73.99,53.76,33
MFG0173,2021,Automobile,54.67,69.04,80.88,76.23,33
MFG0362,2023,Textile,95.42,52.22,60.03,65.59,33
MFG0047,2021,Pharmaceuticals,73.61,70.84,73.25,68.23,0
MFG0379,2023,Heavy Machinery,63.89,67.11,75.31,77.84,0
MFG0141,2021,Automobile,73.19,75.57,61.1,58.58,0
MFG0375,2021,Automobile,70.0,65.27,58.39,51.76,33
MFG0406,2020,Heavy Machinery,72.39,73.42,57.31,67.56,33
MFG0118,2023,Automobile,77.38,72.97,64.27,85.79,0
MFG0277,2023,Heavy Machinery,69.82,66.75,52.95,68.03,33
MFG0214,2023,Automobile,75.9,71.18,78.52,72.88,0
MFG0220,2019,Textile,70.26,55.92,54.73,58.33,66
MFG0393,2021,Automobile,62.97,80.07,68.37,68.56,0
MFG0026,2023,Electronics,59.83,63.09,46.9,69.23,66
MFG0009,2019,Heavy Machinery,86.51,66.4,81.36,59.41,0
MFG0271,2020,Automobile,79.12,58.52,75.0,56.55,33
MFG0010,2023,Heavy Machinery,83.41,61.09,52.25,64.01,33
MFG0472,2023,Electronics,72.04,82.79,67.44,51.55,0
MFG0378,2019,Automobile,74.48,69.24,63.07,56.66,0
MFG0121,2021,Automobile,70.04,65.33,66.24,79.25,0
MFG0125,2020,Electronics,84.73,65.28,70.08,75.97,0
MFG0170,2023,Electronics,68.21,68.02,58.6,62.51,33
MFG0072,2021,Electronics,61.18,74.5,64.57,72.05,0
MFG0152,2020,Heavy Machinery,77.73,69.74,50.52,83.18,33
MFG0208,2022,Electronics,70.33,69.94,65.67,83.57,0
MFG0049,2022,Heavy Machinery,74.75,59.69,48.53,76.18,66
MFG0154,2020,Textile,79.82,65.36,75.45,54.96,0
MFG0347,2019,Automobile,65.63,69.41,53.28,56.52,33
MFG0293,2020,Automobile,69.59,67.72,67.35,61.67,0
MFG0068,2020,Pharmaceuticals,68.59,64.26,71.63,76.83,0
MFG0050,2019,Textile,86.15,63.43,79.91,60.32,0
MFG0152,2019,Electronics,72.16,71.92,79.19,68.58,0
MFG0019,2021,Electronics,73.72,72.14,76.15,83.02,0
MFG0100,2021,Textile,59.28,76.9,64.87,85.67,33
MFG0060,2019,Electronics,80.04,69.76,73.93,83.54,0
MFG0167,2022,Pharmaceuticals,76.71,49.31,67.21,54.66,33
MFG0202,2022,Heavy Machinery,62.81,89.22,67.89,86.43,0
MFG0345,2020,Automobile,93.15,67.92,60.04,77.37,0
MFG0146,2023,Textile,75.71,64.31,78.93,74.75,0
MFG0403,2020,Automobile,65.14,67.48,58.58,59.9,33
MFG0164,2020,Heavy Machinery,71.97,64.44,56.44,87.13,33
MFG0458,2023,Textile,67.95,60.63,68.26,50.69,0
MFG0481,2019,Heavy Machinery,88.98,73.53,50.66,53.29,33
MFG0439,2022,Electronics,82.26,66.66,65.94,56.15,0
MFG0242,2020,Electronics,76.99,67.2,78.08,77.77,0
MFG0069,2023,Electronics,90.89,45.47,68.32,74.91,33
MFG0175,2021,Heavy Machinery,60.58,65.96,65.25,87.79,0
MFG0049,2020,Heavy Machinery,80.53,58.31,58.28,63.96,66
MFG0483,2022,Heavy Machinery,78.02,63.3,52.98,63.9,33
MFG0108,2019,Automobile,69.47,70.13,71.91,76.78,0
MFG0226,2020,Heavy Machinery,69.51,62.48,65.22,56.97,0
MFG0161,2020,Electronics,82.15,63.72,70.0,68.56,0
MFG0119,2023,Pharmaceuticals,81.35,68.87,47.46,50.62,33
MFG0149,2021,Heavy Machinery,56.36,63.44,70.86,73.68,33
MFG0465,2021,Pharmaceuticals,91.98,58.5,80.89,81.36,33
MFG0150,2019,Electronics,84.57,52.51,75.73,58.15,33
MFG0432,2022,Heavy Machinery,68.9,71.03,67.37,62.29,0
MFG0293,2019,Automobile,63.3,63.35,56.64,55.27,33
MFG0143,2020,Automobile,84.21,53.01,65.97,74.63,33
MFG0419,2020,Pharmaceuticals,77.46,79.21,66.23,72.56,0
MFG0476,2021,Automobile,79.88,71.04,61.04,83.06,0
MFG0455,2022,Automobile,78.28,57.31,61.65,88.81,33
MFG0160,2023,Automobile,85.36,61.66,81.79,89.35,0
MFG0011,2022,Electronics,81.42,77.42,57.27,54.29,33
MFG0138,2020,Automobile,66.13,66.42,61.57,72.13,0
MFG0457,2023,Textile,65.48,64.23,69.49,81.59,0
MFG0078,2022,Heavy Machinery,75.92,74.76,82.45,76.36,0
MFG0077,2022,Automobile,97.19,66.49,62.59,85.88,0
MFG0441,2023,Automobile,70.35,79.07,50.61,67.67,33
MFG0254,2020,Automobile,75.99,64.29,47.91,67.08,33
MFG0409,2022,Textile,81.84,62.87,85.16,51.04,0
MFG0258,2023,Automobile,67.39,68.15,49.73,50.63,33
MFG0320,2020,Automobile,80.77,76.68,65.61,77.71,0
MFG0291,2023,Heavy Machinery,72.15,70.25,52.9,68.86,33
MFG0263,2023,Textile,85.75,68.93,58.69,76.41,33
MFG0085,2022,Textile,61.61,60.73,59.81,59.53,33
MFG0146,2020,Automobile,97.45,59.41,49.36,84.52,66
MFG0323,2022,Textile,68.56,76.69,74.75,86.11,0
MFG0042,2019,Pharmaceuticals,77.74,77.64,68.45,76.49,0
MFG0374,2019,Textile,72.05,77.35,61.58,61.11,0
MFG0125,2020,Textile,60.13,75.12,60.4,58.65,0
MFG0167,2023,Textile,81.17,72.02,73.71,75.02,0
MFG0425,2022,Electronics,69.09,71.88,65.72,87.63,0
MFG0241,2022,Electronics,77.78,69.2,81.69,73.12,0
MFG0459,2020,Electronics,63.14,73.06,61.42,83.57,0
MFG0487,2020,Textile,69.14,67.62,68.4,72.62,0
MFG0280,2019,Pharmaceuticals,68.76,73.03,55.15,76.98,33
MFG0188,2021,Textile,78.06,76.26,61.53,72.71,0
MFG0302,2020,Automobile,75.39,56.68,73.3,73.01,33
MFG0019,2021,Pharmaceuticals,70.06,77.87,74.43,79.57,0
MFG0068,2020,Electronics,67.93,67.48,79.73,65.85,0
MFG0218,2023,Heavy Machinery,75.46,81.12,68.56,86.16,0
MFG0102,2023,Pharmaceuticals,74.17,79.43,74.89,84.54,0
MFG0042,2019,Electronics,73.42,58.72,69.99,79.01,33
MFG0288,2019,Pharmaceuticals,93.66,68.01,61.7,79.74,0
MFG0167,2021,Pharmaceuticals,78.07,51.21,52.89,66.53,66
MFG0109,2020,Textile,93.16,64.53,63.15,83.3,0
MFG0494,2022,Automobile,71.24,71.2,55.84,87.3,33
MFG0036,2019,Heavy Machinery,71.47,75.62,73.44,81.81,0
MFG0232,2022,Electronics,66.44,68.62,73.89,55.32,0
MFG0229,2022,Pharmaceuticals,75.32,71.98,56.88,81.46,33
MFG0353,2020,Heavy Machinery,68.42,61.68,73.9,68.58,0
MFG0164,2021,Pharmaceuticals,66.85,67.83,55.56,74.35,33
MFG0387,2020,Automobile,51.1,62.69,76.56,89.65,33
MFG0073,2019,Heavy Machinery,88.12,70.54,63.71,64.37,0
MFG0136,2022,Electronics,67.78,80.51,68.67,63.94,0
MFG0353,2020,Pharmaceuticals,88.22,67.49,76.59,60.53,0
MFG0379,2020,Automobile,70.94,55.66,69.78,55.08,33
MFG0070,2020,Heavy Machinery,79.09,69.77,63.93,56.73,0
MFG0425,2019,Pharmaceuticals,72.82,74.35,72.0,70.57,0
MFG0487,2021,Pharmaceuticals,76.56,59.74,57.26,86.39,66
MFG0196,2020,Electronics,60.9,79.18,49.57,82.4,33
MFG0269,2019,Automobile,85.01,62.63,74.17,57.3,0
MFG0049,2022,Textile,67.96,61.16,54.5,72.47,33
MFG0316,2023,Pharmaceuticals,82.18,51.97,72.37,83.88,33
MFG0130,2019,Heavy Machinery,55.93,70.42,66.13,71.58,33
MFG0444,2023,Electronics,63.7,84.34,64.88,86.46,0
MFG0005,2020,Electronics,76.09,71.3,57.44,86.32,33
MFG0428,2020,Pharmaceuticals,70.2,61.39,61.4,63.93,0
MFG0027,2019,Pharmaceuticals,77.03,72.62,65.11,84.96,0
MFG0160,2023,Pharmaceuticals,74.28,75.2,66.59,73.4,0
MFG0149,2020,Textile,92.11,78.45,57.78,69.19,33
MFG0264,2022,Pharmaceuticals,77.94,56.89,70.95,80.97,33
MFG0230,2021,Automobile,67.24,81.98,71.46,81.58,0
MFG0200,2021,Heavy Machinery,67.67,69.92,68.87,77.02,0
MFG0050,2020,Pharmaceuticals,85.25,83.78,61.49,82.44,0
MFG0067,2023,Textile,55.19,69.4,71.88,88.06,33
MFG0300,2020,Heavy Machinery,78.15,73.19,69.97,84.92,0
MFG0381,2023,Electronics,59.73,59.46,49.37,52.97,99
MFG0058,2022,Pharmaceuticals,84.2,76.86,66.69,84.0,0
MFG0259,2023,Heavy Machinery,67.25,58.31,80.47,81.26,33
MFG0342,2020,Electronics,77.79,70.42,72.78,87.07,0
MFG0326,2022,Textile,72.41,64.13,74.23,79.58,0
MFG0130,2019,Automobile,56.75,67.21,59.39,85.11,66
MFG0215,2021,Pharmaceuticals,79.04,77.77,66.01,50.41,0
MFG0172,2020,Automobile,64.07,64.8,63.53,89.11,0
MFG0258,2020,Textile,80.82,77.95,64.98,57.64,0
MFG0102,2020,Heavy Machinery,60.98,64.34,60.89,84.57,0
MFG0209,2022,Heavy Machinery,74.66,69.18,55.12,87.18,33
MFG0291,2019,Textile,72.43,87.35,65.51,50.09,0
MFG0354,2023,Textile,65.37,69.1,58.75,86.55,33
MFG0471,2019,Pharmaceuticals,87.18,67.32,69.69,83.17,0
MFG0286,2022,Electronics,72.37,69.26,64.75,86.9,0
MFG0116,2020,Automobile,67.36,65.03,49.58,57.08,33
MFG0264,2021,Automobile,75.29,58.99,76.05,81.1,33
MFG0150,2020,Heavy Machinery,55.99,86.53,68.48,69.5,33
MFG0300,2023,Heavy Machinery,98.97,64.34,61.34,60.31,0
MFG0442,2021,Pharmaceuticals,60.06,54.3,62.31,80.25,33
MFG0036,2020,Textile,78.07,66.6,55.18,68.93,33
MFG0453,2021,Automobile,72.67,71.21,64.5,86.0,0
MFG0333,2019,Pharmaceuticals,84.98,66.13,70.45,78.43,0
MFG0477,2022,Heavy Machinery,73.96,67.56,78.96,55.57,0
MFG0287,2020,Heavy Machinery,64.98,66.52,64.29,60.03,0
MFG0303,2023,Automobile,51.56,71.83,65.39,60.58,33
MFG0311,2019,Heavy Machinery,52.42,75.37,74.54,63.76,33
MFG0208,2020,Heavy Machinery,69.38,66.27,55.73,76.66,33
MFG0106,2019,Electronics,87.07,91.31,66.16,85.77,0
MFG0446,2023,Textile,53.61,77.37,58.95,73.75,66
MFG0158,2020,Heavy Machinery,92.34,67.95,66.05,80.07,0
MFG0121,2023,Electronics,83.96,56.13,72.49,62.67,33
MFG0055,2021,Pharmaceuticals,57.16,69.03,51.78,70.9,66
MFG0400,2023,Heavy Machinery,60.06,75.32,73.89,70.17,0
MFG0012,2021,Pharmaceuticals,61.17,75.39,67.88,78.04,0
MFG0145,2020,Heavy Machinery,75.29,51.33,66.12,70.72,33
MFG0400,2021,Automobile,71.38,69.04,75.77,63.37,0
MFG0396,2020,Electronics,70.97,63.67,58.67,59.76,33
MFG0136,2020,Electronics,66.45,81.47,54.28,60.19,33
MFG0468,2022,Automobile,73.96,69.11,56.8,89.24,33
MFG0003,2020,Textile,81.21,47.44,69.26,64.3,33
MFG0144,2021,Electronics,70.59,71.31,61.04,82.26,0
MFG0030,2022,Pharmaceuticals,64.71,50.45,58.01,52.85,66
MFG0237,2022,Electronics,82.91,72.05,57.18,53.59,33
MFG0279,2020,Textile,69.57,91.28,66.4,77.45,0
MFG0348,2023,Pharmaceuticals,78.07,80.24,64.78,68.29,0
MFG0115,2023,Pharmaceuticals,70.9,70.33,53.65,85.22,33
MFG0104,2022,Automobile,83.94,62.06,53.92,84.49,33
MFG0118,2020,Heavy Machinery,85.57,79.47,60.78,80.23,0
MFG0005,2023,Automobile,85.18,73.72,72.34,82.61,0
MFG0468,2020,Heavy Machinery,65.93,65.6,61.59,84.82,0
MFG0360,2020,Automobile,65.82,63.15,53.19,81.34,33
MFG0248,2022,Heavy Machinery,81.61,59.84,64.31,71.08,33
MFG0364,2022,Electronics,71.29,71.37,65.3,60.59,0
MFG0321,2019,Pharmaceuticals,71.62,64.25,53.12,81.5,33
MFG0121,2023,Heavy Machinery,64.36,69.51,55.26,62.71,33
MFG0286,2023,Electronics,87.5,76.35,70.95,59.79,0
MFG0149,2023,Textile,83.45,64.02,55.16,56.87,33
MFG0084,2021,Automobile,70.69,73.81,71.29,75.09,0
MFG0454,2020,Textile,64.9,79.0,52.63,59.7,33
MFG0406,2022,Electronics,64.41,71.56,52.92,64.99,33
MFG0466,2023,Textile,73.47,74.3,65.19,78.36,0
MFG0456,2019,Textile,76.25,71.62,58.96,81.75,33
MFG0231,2023,Electronics,62.51,68.15,60.72,62.59,0
MFG0288,2020,Pharmaceuticals,58.31,75.53,66.21,83.71,33
MFG0161,2020,Heavy Machinery,72.88,82.48,60.49,52.32,0
MFG0272,2022,Automobile,81.51,75.69,57.41,89.43,33
MFG0460,2021,Heavy Machinery,72.81,66.26,68.92,66.68,0
MFG0038,2022,Automobile,69.26,66.49,66.45,63.0,0
MFG0226,2023,Heavy Machinery,59.57,66.83,65.35,86.95,33
MFG0142,2019,Textile,65.03,76.53,64.85,55.3,0
MFG0292,2022,Pharmaceuticals,81.66,63.26,58.58,64.31,33
MFG0481,2021,Textile,58.21,58.78,56.92,64.36,99
MFG0151,2022,Pharmaceuticals,91.5,72.22,62.24,66.97,0
MFG0114,2020,Electronics,72.94,68.19,58.72,83.93,33
MFG0237,2023,Automobile,54.55,81.33,64.9,83.98,33
MFG0066,2023,Automobile,77.54,47.69,61.87,73.67,33
MFG0361,2023,Electronics,76.95,69.87,65.14,89.67,0
MFG0341,2023,Heavy Machinery,67.19,64.37,64.26,83.77,0
MFG0258,2023,Electronics,82.33,75.29,79.12,77.24,0
MFG0475,2023,Electronics,65.18,65.48,53.91,57.98,33
MFG0249,2019,Pharmaceuticals,78.95,62.82,63.5,71.99,0
MFG0457,2021,Electronics,71.62,76.42,56.14,58.56,33
MFG0449,2023,Automobile,68.88,79.51,61.14,62.07,0
MFG0331,2021,Textile,86.77,67.12,58.46,77.43,33
MFG0323,2023,Pharmaceuticals,82.82,67.29,70.11,57.38,0
MFG0180,2022,Pharmaceuticals,59.82,79.44,53.21,53.63,66
MFG0190,2023,Heavy Machinery,76.18,78.43,71.25,71.26,0
MFG0407,2020,Textile,92.83,77.28,69.24,50.04,0
MFG0154,2019,Pharmaceuticals,87.06,64.38,81.44,74.36,0
MFG0196,2022,Electronics,62.0,62.07,79.42,86.05,0
MFG0466,2022,Pharmaceuticals,89.56,82.73,58.62,57.61,33
MFG0311,2020,Pharmaceuticals,82.23,73.49,74.89,65.31,0
MFG0262,2023,Pharmaceuticals,60.47,61.33,62.41,86.65,0
MFG0419,2019,Heavy Machinery,74.28,67.04,67.44,78.15,0
MFG0406,2022,Pharmaceuticals,77.25,68.76,78.76,55.41,0
MFG0427,2019,Pharmaceuticals,60.15,67.05,58.93,65.28,33
MFG0143,2022,Heavy Machinery,79.77,65.37,65.45,80.24,0
MFG0342,2023,Textile,98.73,79.08,49.42,76.59,33
MFG0316,2022,Automobile,87.02,72.76,72.1,56.23,0
MFG0101,2022,Heavy Machinery,73.78,88.28,81.82,52.5,0
MFG0244,2021,Heavy Machinery,68.9,79.57,69.59,77.27,0
MFG0490,2023,Pharmaceuticals,75.61,69.23,75.94,74.36,0
MFG0012,2020,Pharmaceuticals,61.27,80.75,74.14,52.37,0
MFG0239,2020,Automobile,66.75,71.18,59.35,88.99,33
MFG0049,2023,Pharmaceuticals,50.42,89.76,67.59,60.1,33
MFG0042,2020,Electronics,76.78,65.17,68.95,65.44,0
MFG0166,2023,Pharmaceuticals,68.29,72.08,55.67,57.1,33
MFG0082,2020,Pharmaceuticals,78.8,62.59,76.56,83.14,0
MFG0429,2021,Electronics,73.32,64.57,60.96,88.5,0
MFG0291,2020,Automobile,60.88,64.93,63.27,58.53,0
MFG0158,2022,Electronics,74.21,79.13,62.89,61.33,0
MFG0216,2023,Heavy Machinery,64.15,69.87,65.3,78.26,0
MFG0490,2019,Electronics,90.21,45.87,88.44,71.12,33
MFG0158,2019,Textile,62.72,68.84,60.15,54.2,0
MFG0462,2023,Heavy Machinery,66.83,59.24,52.63,87.14,66
MFG0134,2021,Pharmaceuticals,60.85,64.03,66.31,74.45,0
MFG0067,2020,Heavy Machinery,59.9,78.36,58.1,62.05,66
MFG0336,2021,Automobile,72.33,55.91,61.73,69.59,33
MFG0007,2019,Automobile,58.3,56.95,69.96,70.01,66
MFG0436,2023,Electronics,69.93,53.06,56.3,71.02,66
MFG0014,2023,Heavy Machinery,76.73,64.51,62.09,69.89,0
MFG0073,2021,Pharmaceuticals,67.34,52.79,67.34,72.47,33
MFG0399,2021,Automobile,47.77,53.55,58.77,65.73,99
MFG0405,2020,Pharmaceuticals,86.67,65.93,64.68,55.85,0
MFG0163,2022,Textile,74.93,70.82,67.34,76.58,0
MFG0066,2022,Automobile,75.06,59.8,64.07,81.7,33
MFG0347,2020,Electronics,69.45,71.25,66.26,83.64,0
MFG0130,2022,Textile,80.92,69.0,67.85,50.88,0
MFG0419,2019,Heavy Machinery,82.32,72.86,59.61,66.19,33
MFG0466,2022,Pharmaceuticals,83.42,58.63,53.25,89.14,66
MFG0206,2020,Automobile,74.96,85.86,56.72,52.5,33
MFG0276,2022,Textile,56.86,57.75,55.41,81.42,99
MFG0466,2023,Textile,76.46,62.37,74.86,55.04,0
MFG0256,2021,Automobile,74.94,72.63,51.11,82.99,33
MFG0266,2019,Heavy Machinery,65.96,69.06,70.02,76.89,0
MFG0025,2023,Heavy Machinery,63.18,75.62,59.52,79.0,33
MFG0450,2023,Electronics,77.97,65.21,73.28,89.09,0
MFG0281,2020,Heavy Machinery,71.17,56.96,61.62,87.58,33
MFG0253,2021,Electronics,67.71,54.27,65.25,62.17,33
MFG0310,2021,Textile,90.4,84.02,69.14,65.01,0
MFG0289,2019,Automobile,79.39,65.27,75.03,66.29,0
MFG0164,2020,Heavy Machinery,76.78,66.49,60.44,57.22,0
MFG0095,2019,Electronics,85.4,84.21,60.07,65.25,0
MFG0270,2022,Textile,75.63,63.57,69.09,89.16,0
MFG0321,2023,Heavy Machinery,64.25,68.22,52.3,69.58,33
MFG0110,2019,Pharmaceuticals,67.71,58.71,51.26,88.1,66
MFG0336,2023,Textile,80.05,56.19,67.94,52.86,33
MFG0310,2020,Heavy Machinery,78.87,85.01,70.35,51.57,0
MFG0238,2022,Textile,76.91,85.13,67.67,73.01,0
MFG0381,2020,Automobile,59.49,77.19,64.22,79.45,33
MFG0436,2022,Automobile,80.95,76.89,60.69,58.7,0
MFG0387,2022,Automobile,71.28,74.79,77.7,70.13,0
MFG0483,2023,Pharmaceuticals,78.6,61.35,78.74,84.92,0
MFG0425,2020,Automobile,62.87,70.62,65.86,80.47,0
MFG0390,2020,Pharmaceuticals,93.63,63.47,59.53,59.27,33
MFG0025,2019,Automobile,74.72,44.69,56.93,63.38,66
MFG0141,2020,Textile,67.41,78.07,68.45,62.23,0
MFG0117,2019,Heavy Machinery,79.11,72.99,55.17,78.78,33
MFG0482,2021,Heavy Machinery,81.44,56.15,55.36,88.73,66
MFG0392,2021,Automobile,78.97,64.76,61.13,61.2,0
MFG0405,2021,Heavy Machinery,61.06,77.47,69.06,73.53,0
MFG0482,2020,Automobile,84.57,69.19,76.75,89.54,0
MFG0452,2020,Automobile,68.21,52.71,67.01,56.3,33
MFG0025,2019,Electronics,71.82,57.08,68.97,76.36,33
MFG0079,2022,Electronics,47.7,84.72,72.86,63.28,33
MFG0068,2019,Electronics,66.9,68.59,72.12,89.67,0
MFG0173,2021,Pharmaceuticals,66.83,77.53,60.58,54.35,0
MFG0444,2019,Electronics,76.96,84.55,71.97,68.05,0
MFG0012,2022,Automobile,66.23,63.87,73.25,60.2,0
MFG0288,2020,Textile,54.16,71.17,67.49,51.27,33
MFG0128,2019,Electronics,74.68,50.3,66.09,88.54,33
MFG0096,2021,Electronics,69.25,62.54,69.8,72.73,0
MFG0092,2021,Textile,63.99,73.18,68.96,78.03,0
MFG0141,2020,Automobile,72.96,66.27,50.1,74.81,33
MFG0031,2019,Pharmaceuticals,52.42,72.07,68.43,55.94,33
MFG0334,2022,Electronics,78.83,76.37,74.43,56.82,0
MFG0020,2020,Textile,69.99,73.04,72.91,75.06,0
MFG0146,2019,Automobile,69.06,70.98,68.02,81.19,0
MFG0477,2023,Heavy Machinery,82.48,69.72,66.18,74.44,0
MFG0316,2021,Pharmaceuticals,66.11,62.89,61.82,72.81,0
MFG0447,2022,Textile,74.85,59.69,64.08,79.84,33
MFG0390,2022,Textile,70.58,80.2,70.82,59.74,0
MFG0160,2022,Textile,107.38,75.13,68.08,79.27,0
MFG0349,2021,Electronics,77.37,60.9,72.23,66.45,0
MFG0043,2019,Heavy Machinery,59.44,68.58,60.85,76.96,33
MFG0254,2020,Pharmaceuticals,91.27,55.47,73.67,60.99,33
MFG0130,2019,Automobile,83.47,63.7,60.05,55.5,0
MFG0060,2020,Automobile,72.49,72.82,66.62,51.17,0
MFG0151,2022,Heavy Machinery,67.19,70.34,60.5,82.14,0
MFG0467,2019,Textile,57.41,69.04,64.21,57.88,33
MFG0287,2022,Textile,76.74,60.05,81.27,64.54,0
MFG0499,2023,Textile,64.57,58.22,69.07,80.75,33
MFG0005,2022,Textile,62.32,76.55,66.8,68.01,0
MFG0467,2022,Textile,80.53,83.24,76.3,58.7,0
MFG0418,2020,Heavy Machinery,88.99,72.95,44.48,57.79,33
MFG0266,2023,Electronics,66.76,66.45,63.73,66.32,0
MFG0345,2022,Pharmaceuticals,80.86,79.03,61.0,72.61,0
MFG0130,2022,Textile,74.33,60.42,58.14,65.69,33
MFG0382,2023,Electronics,75.95,77.48,52.77,86.18,33
MFG0267,2023,Automobile,63.0,62.63,63.25,50.15,0
MFG0178,2019,Heavy Machinery,69.66,63.07,70.55,66.08,0
MFG0253,2020,Electronics,59.94,65.0,63.82,79.71,33
MFG0415,2023,Textile,58.55,67.09,71.39,85.64,33
MFG0056,2023,Textile,77.7,76.23,65.57,64.34,0
MFG0463,2021,Textile,66.23,56.26,74.33,76.94,33
MFG0457,2023,Electronics,61.93,62.56,60.98,73.21,0
MFG0471,2020,Textile,58.7,69.89,50.02,58.06,66
MFG0083,2022,Electronics,55.35,73.02,52.36,77.24,66
MFG0393,2022,Textile,50.48,52.66,61.02,59.98,66
