Firm_ID,Year,Overall_Compliance,final_esg_risk_score,alert_level
MFG0144,2022,Non-Compliant,33,Warning
MFG0368,2020,Compliant,0,Low
MFG0435,2020,Non-Compliant,33,Warning
MFG0125,2019,Non-Compliant,33,Warning
MFG0167,2019,Compliant,0,Low
MFG0086,2022,Non-Compliant,33,Warning
MFG0076,2021,Non-Compliant,33,Warning
MFG0344,2021,Non-Compliant,33,Warning
MFG0495,2021,Compliant,0,Low
MFG0424,2020,Compliant,0,Low
MFG0294,2020,Compliant,0,Low
MFG0444,2023,Compliant,0,Low
MFG0059,2020,Compliant,0,Low
MFG0138,2020,Compliant,0,Low
MFG0099,2020,Compliant,0,Low
MFG0192,2022,Compliant,0,Low
MFG0243,2020,Non-Compliant,66,Critical
MFG0319,2019,Compliant,0,Low
MFG0049,2019,Non-Compliant,66,Critical
MFG0448,2023,Compliant,0,Low
MFG0032,2022,Non-Compliant,33,Warning
MFG0391,2019,Non-Compliant,66,Critical
MFG0277,2022,Non-Compliant,66,Critical
MFG0020,2022,Non-Compliant,33,Warning
MFG0154,2023,Non-Compliant,66,Critical
MFG0383,2022,Compliant,0,Low
MFG0068,2020,Non-Compliant,33,Warning
MFG0366,2022,Non-Compliant,33,Warning
MFG0372,2023,Compliant,0,Low
MFG0214,2023,Compliant,0,Low
MFG0143,2023,Non-Compliant,33,Warning
MFG0376,2019,Non-Compliant,66,Critical
MFG0232,2020,Non-Compliant,33,Warning
MFG0213,2019,Non-Compliant,33,Warning
MFG0079,2021,Compliant,0,Low
MFG0214,2020,Non-Compliant,33,Warning
MFG0116,2022,Compliant,0,Low
MFG0092,2023,Compliant,0,Low
MFG0270,2021,Compliant,0,Low
MFG0411,2020,Non-Compliant,33,Warning
MFG0381,2019,Compliant,0,Low
MFG0489,2023,Compliant,0,Low
MFG0168,2019,Compliant,0,Low
MFG0058,2020,Non-Compliant,33,Warning
MFG0284,2020,Non-Compliant,33,Warning
MFG0026,2021,Compliant,0,Low
MFG0369,2022,Non-Compliant,33,Warning
MFG0447,2019,Non-Compliant,33,Warning
MFG0066,2021,Compliant,0,Low
MFG0409,2023,Compliant,0,Low
MFG0248,2022,Compliant,0,Low
MFG0254,2021,Non-Compliant,99,Critical
MFG0387,2019,Non-Compliant,66,Critical
MFG0456,2020,Non-Compliant,66,Critical
MFG0044,2023,Compliant,0,Low
MFG0097,2019,Compliant,0,Low
MFG0042,2022,Non-Compliant,33,Warning
MFG0227,2022,Compliant,0,Low
MFG0262,2020,Non-Compliant,33,Warning
MFG0167,2020,Non-Compliant,66,Critical
MFG0436,2023,Non-Compliant,33,Warning
MFG0279,2023,Non-Compliant,33,Warning
MFG0089,2020,Non-Compliant,33,Warning
MFG0379,2020,Compliant,0,Low
MFG0178,2022,Compliant,0,Low
MFG0427,2020,Non-Compliant,33,Warning
MFG0403,2021,Compliant,0,Low
MFG0197,2019,Compliant,0,Low
MFG0307,2020,Non-Compliant,33,Warning
MFG0267,2023,Compliant,0,Low
MFG0268,2021,Non-Compliant,66,Critical
MFG0074,2023,Compliant,0,Low
MFG0008,2021,Non-Compliant,66,Critical
MFG0408,2020,Non-Compliant,33,Warning
MFG0476,2019,Non-Compliant,33,Warning
MFG0297,2023,Compliant,0,Low
MFG0164,2021,Compliant,0,Low
MFG0485,2022,Compliant,0,Low
MFG0085,2020,Compliant,0,Low
MFG0072,2019,Non-Compliant,33,Warning
MFG0055,2020,Compliant,0,Low
MFG0393,2022,Non-Compliant,33,Warning
MFG0047,2019,Non-Compliant,33,Warning
MFG0399,2022,Compliant,0,Low
MFG0432,2020,Compliant,0,Low
MFG0238,2021,Compliant,0,Low
MFG0104,2020,Non-Compliant,33,Warning
MFG0210,2020,Compliant,0,Low
MFG0042,2020,Non-Compliant,33,Warning
MFG0316,2023,Compliant,0,Low
MFG0468,2022,Non-Compliant,66,Critical
MFG0454,2022,Compliant,0,Low
MFG0268,2022,Non-Compliant,33,Warning
MFG0386,2023,Non-Compliant,33,Warning
MFG0263,2021,Compliant,0,Low
MFG0336,2020,Compliant,0,Low
MFG0387,2021,Compliant,0,Low
MFG0365,2023,Compliant,0,Low
MFG0259,2022,Non-Compliant,33,Warning
MFG0283,2020,Compliant,0,Low
MFG0114,2019,Compliant,0,Low
MFG0363,2019,Non-Compliant,66,Critical
MFG0040,2021,Non-Compliant,33,Warning
MFG0486,2022,Compliant,0,Low
MFG0417,2019,Non-Compliant,33,Warning
MFG0220,2021,Non-Compliant,66,Critical
MFG0129,2023,Non-Compliant,33,Warning
MFG0008,2021,Non-Compliant,33,Warning
MFG0101,2021,Compliant,0,Low
MFG0416,2021,Compliant,0,Low
MFG0380,2020,Compliant,0,Low
MFG0176,2021,Compliant,0,Low
MFG0107,2021,Compliant,0,Low
MFG0101,2020,Compliant,0,Low
MFG0260,2020,Compliant,0,Low
MFG0478,2023,Non-Compliant,33,Warning
MFG0454,2022,Non-Compliant,33,Warning
MFG0366,2019,Non-Compliant,33,Warning
MFG0246,2019,Compliant,0,Low
MFG0275,2021,Non-Compliant,33,Warning
MFG0032,2023,Non-Compliant,33,Warning
MFG0137,2021,Compliant,0,Low
MFG0012,2019,Compliant,0,Low
MFG0395,2020,Compliant,0,Low
MFG0302,2022,Compliant,0,Low
MFG0375,2023,Compliant,0,Low
MFG0016,2020,Compliant,0,Low
MFG0129,2022,Compliant,0,Low
MFG0063,2023,Compliant,0,Low
MFG0109,2023,Compliant,0,Low
MFG0375,2019,Compliant,0,Low
MFG0021,2020,Compliant,0,Low
MFG0158,2023,Compliant,0,Low
MFG0269,2023,Compliant,0,Low
MFG0162,2022,Compliant,0,Low
MFG0260,2019,Non-Compliant,33,Warning
MFG0412,2021,Compliant,0,Low
MFG0102,2019,Non-Compliant,66,Critical
MFG0223,2021,Non-Compliant,33,Warning
MFG0059,2020,Compliant,0,Low
MFG0247,2020,Compliant,0,Low
MFG0128,2023,Compliant,0,Low
MFG0283,2020,Compliant,0,Low
MFG0325,2023,Compliant,0,Low
MFG0025,2019,Compliant,0,Low
MFG0131,2020,Non-Compliant,33,Warning
MFG0353,2019,Compliant,0,Low
MFG0196,2019,Compliant,0,Low
MFG0281,2020,Compliant,0,Low
MFG0404,2019,Non-Compliant,66,Critical
MFG0418,2020,Non-Compliant,33,Warning
MFG0154,2020,Compliant,0,Low
MFG0382,2020,Non-Compliant,33,Warning
MFG0133,2021,Compliant,0,Low
MFG0227,2019,Compliant,0,Low
MFG0189,2022,Compliant,0,Low
MFG0476,2020,Compliant,0,Low
MFG0477,2019,Compliant,0,Low
MFG0265,2023,Compliant,0,Low
MFG0372,2020,Compliant,0,Low
MFG0486,2020,Compliant,0,Low
MFG0434,2022,Non-Compliant,33,Warning
MFG0134,2021,Compliant,0,Low
MFG0211,2021,Compliant,0,Low
MFG0060,2020,Compliant,0,Low
MFG0428,2019,Compliant,0,Low
MFG0377,2023,Compliant,0,Low
MFG0395,2023,Compliant,0,Low
MFG0450,2019,Compliant,0,Low
MFG0431,2020,Non-Compliant,66,Critical
MFG0364,2023,Non-Compliant,33,Warning
MFG0364,2021,Non-Compliant,33,Warning
MFG0457,2019,Non-Compliant,33,Warning
MFG0213,2022,Compliant,0,Low
MFG0216,2020,Non-Compliant,33,Warning
MFG0226,2019,Non-Compliant,33,Warning
MFG0470,2023,Compliant,0,Low
MFG0131,2020,Compliant,0,Low
MFG0076,2021,Non-Compliant,66,Critical
MFG0476,2020,Compliant,0,Low
MFG0286,2020,Non-Compliant,33,Warning
MFG0474,2021,Non-Compliant,66,Critical
MFG0496,2021,Compliant,0,Low
MFG0277,2020,Compliant,0,Low
MFG0156,2021,Compliant,0,Low
MFG0248,2019,Compliant,0,Low
MFG0218,2021,Compliant,0,Low
MFG0190,2021,Compliant,0,Low
MFG0417,2020,Non-Compliant,33,Warning
MFG0469,2019,Non-Compliant,33,Warning
MFG0163,2022,Compliant,0,Low
MFG0180,2022,Non-Compliant,33,Warning
MFG0034,2023,Compliant,0,Low
MFG0041,2021,Compliant,0,Low
MFG0307,2021,Non-Compliant,33,Warning
MFG0431,2019,Non-Compliant,33,Warning
MFG0338,2022,Compliant,0,Low
MFG0314,2023,Non-Compliant,33,Warning
MFG0075,2019,Compliant,0,Low
MFG0441,2021,Non-Compliant,66,Critical
MFG0279,2022,Non-Compliant,33,Warning
MFG0176,2023,Compliant,0,Low
MFG0384,2020,Non-Compliant,33,Warning
MFG0150,2022,Compliant,0,Low
MFG0273,2023,Non-Compliant,33,Warning
MFG0325,2019,Compliant,0,Low
MFG0108,2020,Non-Compliant,33,Warning
MFG0139,2023,Non-Compliant,33,Warning
MFG0350,2023,Non-Compliant,66,Critical
MFG0271,2021,Non-Compliant,99,Critical
MFG0347,2022,Non-Compliant,33,Warning
MFG0419,2021,Non-Compliant,33,Warning
MFG0289,2020,Compliant,0,Low
MFG0212,2023,Non-Compliant,33,Warning
MFG0381,2021,Compliant,0,Low
MFG0272,2022,Compliant,0,Low
MFG0418,2020,Compliant,0,Low
MFG0066,2019,Non-Compliant,33,Warning
MFG0483,2021,Non-Compliant,33,Warning
MFG0424,2020,Compliant,0,Low
MFG0248,2019,Compliant,0,Low
MFG0156,2021,Non-Compliant,33,Warning
MFG0047,2020,Compliant,0,Low
MFG0423,2020,Compliant,0,Low
MFG0454,2021,Compliant,0,Low
MFG0201,2020,Non-Compliant,33,Warning
MFG0148,2023,Non-Compliant,99,Critical
MFG0124,2021,Non-Compliant,33,Warning
MFG0001,2020,Non-Compliant,33,Warning
MFG0456,2019,Compliant,0,Low
MFG0247,2019,Non-Compliant,33,Warning
MFG0343,2023,Non-Compliant,33,Warning
MFG0128,2021,Compliant,0,Low
MFG0191,2020,Compliant,0,Low
MFG0067,2020,Non-Compliant,33,Warning
MFG0004,2019,Non-Compliant,33,Warning
MFG0442,2023,Non-Compliant,33,Warning
MFG0409,2019,Compliant,0,Low
MFG0303,2019,Non-Compliant,33,Warning
MFG0294,2023,Compliant,0,Low
MFG0143,2021,Compliant,0,Low
MFG0191,2020,Non-Compliant,33,Warning
MFG0021,2021,Compliant,0,Low
MFG0227,2022,Compliant,0,Low
MFG0313,2022,Non-Compliant,66,Critical
MFG0117,2022,Non-Compliant,33,Warning
MFG0437,2023,Compliant,0,Low
MFG0302,2019,Compliant,0,Low
MFG0142,2021,Compliant,0,Low
MFG0484,2020,Non-Compliant,33,Warning
MFG0460,2022,Compliant,0,Low
MFG0401,2021,Non-Compliant,66,Critical
MFG0039,2022,Compliant,0,Low
MFG0393,2022,Compliant,0,Low
MFG0355,2020,Non-Compliant,33,Warning
MFG0252,2023,Compliant,0,Low
MFG0333,2019,Compliant,0,Low
MFG0207,2023,Compliant,0,Low
MFG0210,2021,Non-Compliant,33,Warning
MFG0115,2023,Compliant,0,Low
MFG0225,2021,Compliant,0,Low
MFG0134,2021,Compliant,0,Low
MFG0251,2019,Non-Compliant,66,Critical
MFG0219,2020,Compliant,0,Low
MFG0407,2019,Compliant,0,Low
MFG0443,2023,Non-Compliant,33,Warning
MFG0091,2021,Non-Compliant,66,Critical
MFG0354,2022,Compliant,0,Low
MFG0376,2022,Non-Compliant,33,Warning
MFG0046,2021,Compliant,0,Low
MFG0038,2019,Non-Compliant,33,Warning
MFG0142,2020,Non-Compliant,99,Critical
MFG0100,2019,Compliant,0,Low
MFG0328,2021,Non-Compliant,33,Warning
MFG0190,2021,Non-Compliant,33,Warning
MFG0035,2020,Non-Compliant,33,Warning
MFG0147,2023,Compliant,0,Low
MFG0030,2023,Compliant,0,Low
MFG0334,2020,Non-Compliant,33,Warning
MFG0084,2023,Non-Compliant,33,Warning
MFG0369,2022,Compliant,0,Low
MFG0281,2023,Non-Compliant,99,Critical
MFG0424,2023,Compliant,0,Low
MFG0344,2023,Non-Compliant,33,Warning
MFG0270,2022,Compliant,0,Low
MFG0154,2023,Compliant,0,Low
MFG0102,2022,Compliant,0,Low
MFG0215,2020,Compliant,0,Low
MFG0150,2019,Compliant,0,Low
MFG0432,2020,Compliant,0,Low
MFG0083,2019,Compliant,0,Low
MFG0110,2020,Compliant,0,Low
MFG0435,2019,Compliant,0,Low
MFG0387,2019,Compliant,0,Low
MFG0426,2021,Non-Compliant,66,Critical
MFG0275,2019,Compliant,0,Low
MFG0201,2019,Compliant,0,Low
MFG0284,2021,Non-Compliant,33,Warning
MFG0468,2023,Compliant,0,Low
MFG0173,2023,Non-Compliant,33,Warning
MFG0327,2021,Compliant,0,Low
MFG0206,2022,Compliant,0,Low
MFG0063,2019,Compliant,0,Low
MFG0073,2019,Compliant,0,Low
MFG0251,2021,Compliant,0,Low
MFG0124,2021,Compliant,0,Low
MFG0375,2022,Compliant,0,Low
MFG0121,2023,Compliant,0,Low
MFG0275,2020,Non-Compliant,33,Warning
MFG0431,2023,Non-Compliant,99,Critical
MFG0398,2019,Non-Compliant,33,Warning
MFG0120,2021,Compliant,0,Low
MFG0422,2022,Compliant,0,Low
MFG0437,2023,Non-Compliant,33,Warning
MFG0317,2022,Non-Compliant,33,Warning
MFG0164,2023,Non-Compliant,99,Critical
MFG0424,2019,Compliant,0,Low
MFG0465,2020,Compliant,0,Low
MFG0286,2022,Compliant,0,Low
MFG0265,2022,Compliant,0,Low
MFG0320,2020,Non-Compliant,66,Critical
MFG0161,2022,Non-Compliant,33,Warning
MFG0376,2022,Non-Compliant,33,Warning
MFG0308,2023,Non-Compliant,33,Warning
MFG0089,2023,Compliant,0,Low
MFG0142,2020,Compliant,0,Low
MFG0203,2019,Non-Compliant,33,Warning
MFG0309,2022,Compliant,0,Low
MFG0227,2019,Non-Compliant,33,Warning
MFG0489,2020,Compliant,0,Low
MFG0443,2020,Non-Compliant,33,Warning
MFG0334,2023,Compliant,0,Low
MFG0222,2022,Non-Compliant,66,Critical
MFG0041,2021,Compliant,0,Low
MFG0196,2020,Non-Compliant,66,Critical
MFG0068,2022,Non-Compliant,33,Warning
MFG0476,2019,Compliant,0,Low
MFG0264,2023,Non-Compliant,33,Warning
MFG0002,2019,Non-Compliant,33,Warning
MFG0361,2020,Compliant,0,Low
MFG0125,2020,Non-Compliant,33,Warning
MFG0110,2019,Compliant,0,Low
MFG0086,2020,Compliant,0,Low
MFG0425,2022,Compliant,0,Low
MFG0120,2020,Non-Compliant,66,Critical
MFG0127,2023,Compliant,0,Low
MFG0255,2022,Non-Compliant,33,Warning
MFG0183,2021,Compliant,0,Low
MFG0016,2020,Non-Compliant,33,Warning
MFG0477,2020,Non-Compliant,33,Warning
MFG0062,2023,Non-Compliant,33,Warning
MFG0369,2023,Compliant,0,Low
MFG0432,2019,Compliant,0,Low
MFG0158,2019,Non-Compliant,33,Warning
MFG0268,2019,Non-Compliant,33,Warning
MFG0035,2023,Non-Compliant,66,Critical
MFG0267,2019,Non-Compliant,66,Critical
MFG0064,2019,Non-Compliant,33,Warning
MFG0494,2021,Non-Compliant,33,Warning
MFG0050,2019,Non-Compliant,33,Warning
MFG0469,2020,Compliant,0,Low
MFG0255,2023,Non-Compliant,66,Critical
MFG0149,2022,Non-Compliant,33,Warning
MFG0325,2021,Compliant,0,Low
MFG0304,2023,Compliant,0,Low
MFG0276,2023,Compliant,0,Low
MFG0357,2020,Compliant,0,Low
MFG0451,2019,Non-Compliant,33,Warning
MFG0172,2020,Compliant,0,Low
MFG0417,2019,Compliant,0,Low
MFG0201,2019,Non-Compliant,33,Warning
MFG0445,2023,Non-Compliant,33,Warning
MFG0393,2019,Non-Compliant,33,Warning
MFG0324,2021,Compliant,0,Low
MFG0035,2021,Compliant,0,Low
MFG0465,2021,Non-Compliant,33,Warning
MFG0482,2023,Non-Compliant,33,Warning
MFG0216,2020,Non-Compliant,33,Warning
MFG0480,2022,Compliant,0,Low
MFG0065,2019,Compliant,0,Low
MFG0008,2022,Compliant,0,Low
MFG0301,2020,Non-Compliant,66,Critical
MFG0343,2020,Compliant,0,Low
MFG0431,2023,Compliant,0,Low
MFG0424,2021,Non-Compliant,33,Warning
MFG0332,2021,Compliant,0,Low
MFG0438,2020,Non-Compliant,33,Warning
MFG0076,2023,Non-Compliant,33,Warning
MFG0174,2023,Non-Compliant,66,Critical
MFG0047,2019,Compliant,0,Low
MFG0015,2021,Non-Compliant,33,Warning
MFG0361,2020,Non-Compliant,66,Critical
MFG0147,2022,Compliant,0,Low
MFG0026,2021,Non-Compliant,33,Warning
MFG0308,2019,Non-Compliant,33,Warning
MFG0093,2023,Compliant,0,Low
MFG0406,2020,Compliant,0,Low
MFG0232,2021,Non-Compliant,33,Warning
MFG0021,2022,Non-Compliant,33,Warning
MFG0307,2019,Compliant,0,Low
MFG0038,2019,Compliant,0,Low
MFG0276,2021,Compliant,0,Low
MFG0157,2022,Compliant,0,Low
MFG0179,2019,Compliant,0,Low
MFG0132,2020,Non-Compliant,33,Warning
MFG0311,2019,Compliant,0,Low
MFG0455,2022,Compliant,0,Low
MFG0348,2023,Compliant,0,Low
MFG0028,2023,Non-Compliant,66,Critical
MFG0260,2021,Compliant,0,Low
MFG0406,2022,Non-Compliant,33,Warning
MFG0076,2019,Compliant,0,Low
MFG0429,2019,Compliant,0,Low
MFG0067,2023,Non-Compliant,66,Critical
MFG0342,2023,Compliant,0,Low
MFG0492,2020,Compliant,0,Low
MFG0194,2023,Compliant,0,Low
MFG0472,2020,Compliant,0,Low
MFG0162,2019,Compliant,0,Low
MFG0347,2020,Non-Compliant,66,Critical
MFG0439,2020,Compliant,0,Low
MFG0361,2021,Compliant,0,Low
MFG0257,2023,Non-Compliant,33,Warning
MFG0072,2020,Non-Compliant,33,Warning
MFG0087,2019,Non-Compliant,33,Warning
MFG0422,2022,Non-Compliant,33,Warning
MFG0262,2020,Compliant,0,Low
MFG0214,2023,Compliant,0,Low
MFG0153,2021,Compliant,0,Low
MFG0210,2019,Compliant,0,Low
MFG0401,2021,Compliant,0,Low
MFG0061,2022,Compliant,0,Low
MFG0268,2020,Compliant,0,Low
MFG0262,2020,Non-Compliant,33,Warning
MFG0218,2023,Non-Compliant,33,Warning
MFG0283,2020,Compliant,0,Low
MFG0136,2019,Non-Compliant,33,Warning
MFG0467,2022,Non-Compliant,33,Warning
MFG0380,2021,Compliant,0,Low
MFG0362,2022,Compliant,0,Low
MFG0449,2020,Compliant,0,Low
MFG0441,2021,Compliant,0,Low
MFG0093,2023,Non-Compliant,33,Warning
MFG0109,2022,Non-Compliant,33,Warning
MFG0241,2021,Non-Compliant,33,Warning
MFG0355,2021,Non-Compliant,33,Warning
MFG0424,2021,Compliant,0,Low
MFG0142,2019,Non-Compliant,33,Warning
MFG0291,2022,Compliant,0,Low
MFG0432,2021,Compliant,0,Low
MFG0237,2022,Non-Compliant,33,Warning
MFG0340,2021,Compliant,0,Low
MFG0312,2023,Compliant,0,Low
MFG0177,2023,Compliant,0,Low
MFG0141,2023,Compliant,0,Low
MFG0189,2020,Non-Compliant,33,Warning
MFG0486,2021,Compliant,0,Low
MFG0049,2020,Non-Compliant,66,Critical
MFG0302,2022,Non-Compliant,33,Warning
MFG0369,2020,Compliant,0,Low
MFG0190,2022,Non-Compliant,33,Warning
MFG0136,2022,Compliant,0,Low
MFG0043,2022,Compliant,0,Low
MFG0404,2020,Compliant,0,Low
MFG0380,2021,Non-Compliant,33,Warning
MFG0353,2020,Compliant,0,Low
MFG0090,2021,Compliant,0,Low
MFG0295,2021,Non-Compliant,33,Warning
MFG0341,2022,Compliant,0,Low
MFG0245,2020,Non-Compliant,33,Warning
MFG0433,2021,Non-Compliant,33,Warning
MFG0192,2023,Non-Compliant,66,Critical
MFG0318,2021,Compliant,0,Low
MFG0106,2023,Non-Compliant,33,Warning
MFG0363,2020,Compliant,0,Low
MFG0310,2020,Non-Compliant,33,Warning
MFG0382,2020,Non-Compliant,33,Warning
MFG0233,2021,Compliant,0,Low
MFG0265,2019,Compliant,0,Low
MFG0344,2021,Compliant,0,Low
MFG0037,2021,Non-Compliant,33,Warning
MFG0305,2022,Compliant,0,Low
MFG0041,2022,Non-Compliant,66,Critical
MFG0017,2021,Non-Compliant,33,Warning
MFG0344,2023,Compliant,0,Low
MFG0277,2022,Compliant,0,Low
MFG0307,2021,Non-Compliant,33,Warning
MFG0059,2019,Compliant,0,Low
MFG0423,2023,Compliant,0,Low
MFG0183,2020,Compliant,0,Low
MFG0041,2021,Compliant,0,Low
MFG0039,2021,Non-Compliant,33,Warning
MFG0397,2023,Compliant,0,Low
MFG0192,2022,Non-Compliant,33,Warning
MFG0267,2022,Compliant,0,Low
MFG0494,2022,Non-Compliant,33,Warning
MFG0147,2020,Compliant,0,Low
MFG0395,2023,Non-Compliant,33,Warning
MFG0333,2023,Compliant,0,Low
MFG0127,2022,Non-Compliant,66,Critical
MFG0046,2022,Non-Compliant,33,Warning
MFG0045,2019,Non-Compliant,33,Warning
MFG0001,2019,Compliant,0,Low
MFG0168,2021,Non-Compliant,33,Warning
MFG0108,2021,Compliant,0,Low
MFG0019,2023,Non-Compliant,33,Warning
MFG0332,2023,Compliant,0,Low
MFG0072,2020,Non-Compliant,33,Warning
MFG0456,2020,Compliant,0,Low
MFG0445,2019,Compliant,0,Low
MFG0109,2021,Non-Compliant,33,Warning
MFG0268,2019,Non-Compliant,33,Warning
MFG0445,2019,Compliant,0,Low
MFG0240,2021,Compliant,0,Low
MFG0417,2020,Compliant,0,Low
MFG0301,2021,Non-Compliant,66,Critical
MFG0090,2022,Compliant,0,Low
MFG0103,2022,Non-Compliant,33,Warning
MFG0476,2022,Non-Compliant,66,Critical
MFG0250,2023,Non-Compliant,33,Warning
MFG0453,2020,Compliant,0,Low
MFG0008,2020,Compliant,0,Low
MFG0153,2023,Non-Compliant,33,Warning
MFG0347,2019,Non-Compliant,33,Warning
MFG0174,2022,Compliant,0,Low
MFG0343,2022,Compliant,0,Low
MFG0158,2019,Compliant,0,Low
MFG0493,2021,Compliant,0,Low
MFG0431,2021,Compliant,0,Low
MFG0215,2020,Non-Compliant,33,Warning
MFG0177,2023,Compliant,0,Low
MFG0175,2020,Non-Compliant,33,Warning
MFG0340,2021,Compliant,0,Low
MFG0338,2019,Compliant,0,Low
MFG0146,2020,Non-Compliant,66,Critical
MFG0450,2022,Non-Compliant,33,Warning
MFG0324,2022,Non-Compliant,33,Warning
MFG0478,2019,Non-Compliant,33,Warning
MFG0161,2021,Non-Compliant,33,Warning
MFG0127,2022,Non-Compliant,33,Warning
MFG0420,2022,Compliant,0,Low
MFG0082,2023,Compliant,0,Low
MFG0485,2020,Compliant,0,Low
MFG0147,2021,Compliant,0,Low
MFG0239,2020,Non-Compliant,33,Warning
MFG0412,2021,Non-Compliant,33,Warning
MFG0424,2022,Compliant,0,Low
MFG0084,2023,Compliant,0,Low
MFG0113,2020,Non-Compliant,33,Warning
MFG0225,2022,Compliant,0,Low
MFG0332,2021,Non-Compliant,33,Warning
MFG0378,2020,Compliant,0,Low
MFG0243,2020,Compliant,0,Low
MFG0143,2022,Compliant,0,Low
MFG0041,2020,Compliant,0,Low
MFG0423,2023,Non-Compliant,33,Warning
MFG0258,2023,Compliant,0,Low
MFG0447,2022,Compliant,0,Low
MFG0285,2021,Non-Compliant,33,Warning
MFG0105,2022,Compliant,0,Low
MFG0202,2023,Compliant,0,Low
MFG0450,2019,Non-Compliant,33,Warning
MFG0307,2019,Compliant,0,Low
MFG0331,2020,Compliant,0,Low
MFG0461,2020,Compliant,0,Low
MFG0266,2019,Non-Compliant,33,Warning
MFG0398,2023,Non-Compliant,33,Warning
MFG0210,2020,Compliant,0,Low
MFG0051,2022,Compliant,0,Low
MFG0118,2022,Compliant,0,Low
MFG0201,2023,Non-Compliant,33,Warning
MFG0377,2020,Compliant,0,Low
MFG0039,2022,Compliant,0,Low
MFG0028,2020,Non-Compliant,33,Warning
MFG0259,2020,Non-Compliant,33,Warning
MFG0084,2022,Compliant,0,Low
MFG0454,2019,Non-Compliant,33,Warning
MFG0155,2022,Non-Compliant,66,Critical
MFG0117,2023,Compliant,0,Low
MFG0002,2021,Compliant,0,Low
MFG0093,2022,Compliant,0,Low
MFG0166,2020,Compliant,0,Low
MFG0387,2020,Compliant,0,Low
MFG0400,2022,Compliant,0,Low
MFG0350,2021,Compliant,0,Low
MFG0296,2022,Non-Compliant,33,Warning
MFG0258,2021,Compliant,0,Low
MFG0081,2021,Non-Compliant,33,Warning
MFG0425,2023,Non-Compliant,66,Critical
MFG0268,2020,Non-Compliant,33,Warning
MFG0419,2020,Compliant,0,Low
MFG0235,2021,Compliant,0,Low
MFG0321,2020,Non-Compliant,66,Critical
MFG0311,2019,Non-Compliant,33,Warning
MFG0301,2021,Compliant,0,Low
MFG0463,2020,Compliant,0,Low
MFG0474,2019,Compliant,0,Low
MFG0357,2023,Non-Compliant,33,Warning
MFG0213,2020,Non-Compliant,66,Critical
MFG0062,2019,Compliant,0,Low
MFG0049,2022,Compliant,0,Low
MFG0127,2022,Compliant,0,Low
MFG0223,2019,Compliant,0,Low
MFG0409,2021,Non-Compliant,33,Warning
MFG0279,2021,Non-Compliant,33,Warning
MFG0408,2020,Compliant,0,Low
MFG0294,2022,Non-Compliant,33,Warning
MFG0284,2021,Non-Compliant,33,Warning
MFG0277,2021,Non-Compliant,33,Warning
MFG0438,2022,Non-Compliant,33,Warning
MFG0107,2023,Non-Compliant,99,Critical
MFG0146,2021,Compliant,0,Low
MFG0420,2019,Compliant,0,Low
MFG0099,2020,Compliant,0,Low
MFG0429,2021,Compliant,0,Low
MFG0375,2021,Compliant,0,Low
MFG0073,2023,Compliant,0,Low
MFG0437,2019,Non-Compliant,33,Warning
MFG0486,2020,Compliant,0,Low
MFG0122,2021,Compliant,0,Low
MFG0030,2020,Non-Compliant,33,Warning
MFG0188,2022,Non-Compliant,33,Warning
MFG0364,2021,Non-Compliant,33,Warning
MFG0354,2021,Non-Compliant,33,Warning
MFG0288,2022,Non-Compliant,33,Warning
MFG0451,2023,Compliant,0,Low
MFG0195,2021,Compliant,0,Low
MFG0156,2020,Non-Compliant,66,Critical
MFG0172,2019,Compliant,0,Low
MFG0335,2020,Non-Compliant,33,Warning
MFG0041,2023,Non-Compliant,33,Warning
MFG0063,2019,Compliant,0,Low
MFG0023,2020,Compliant,0,Low
MFG0360,2020,Compliant,0,Low
MFG0075,2022,Non-Compliant,66,Critical
MFG0048,2023,Compliant,0,Low
MFG0160,2022,Non-Compliant,33,Warning
MFG0313,2019,Non-Compliant,33,Warning
MFG0118,2022,Compliant,0,Low
MFG0100,2023,Compliant,0,Low
MFG0380,2021,Compliant,0,Low
MFG0417,2021,Non-Compliant,66,Critical
MFG0408,2019,Compliant,0,Low
MFG0167,2021,Compliant,0,Low
MFG0290,2022,Non-Compliant,66,Critical
MFG0440,2019,Compliant,0,Low
MFG0156,2023,Compliant,0,Low
MFG0421,2019,Non-Compliant,33,Warning
MFG0007,2019,Compliant,0,Low
MFG0196,2020,Non-Compliant,33,Warning
MFG0421,2020,Non-Compliant,33,Warning
MFG0056,2019,Non-Compliant,33,Warning
MFG0321,2021,Compliant,0,Low
MFG0193,2020,Non-Compliant,66,Critical
MFG0047,2023,Non-Compliant,33,Warning
MFG0148,2022,Compliant,0,Low
MFG0275,2020,Compliant,0,Low
MFG0157,2019,Non-Compliant,33,Warning
MFG0202,2021,Non-Compliant,33,Warning
MFG0444,2022,Non-Compliant,33,Warning
MFG0402,2020,Compliant,0,Low
MFG0476,2021,Non-Compliant,33,Warning
MFG0419,2021,Compliant,0,Low
MFG0427,2021,Compliant,0,Low
MFG0495,2019,Compliant,0,Low
MFG0479,2023,Non-Compliant,33,Warning
MFG0475,2021,Non-Compliant,33,Warning
MFG0126,2022,Compliant,0,Low
MFG0395,2020,Compliant,0,Low
MFG0305,2022,Compliant,0,Low
MFG0369,2019,Non-Compliant,33,Warning
MFG0294,2019,Non-Compliant,33,Warning
